GSE,GSM,Title,Organism,Library Strategy,Library Source,Library Selection,Platform ID,Instrument Models,Tissue/Characteristics
GSE203169,GSM6160985,17A020366-M,Homo sapiens,Bisulfite-Seq,genomic,RANDOM,GPL24676,Illumina NovaSeq 6000,source_name:Umbilical cord blood; group:Control; birth_weight_infant:2610
GSE203169,GSM6160986,17A020366-MF,Homo sapiens,Bisulfite-Seq,genomic,RANDOM,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; group:Control; ogtt_1h:6.5; ogtt_2h:5.43; maternal_weight:62; maternal_height:163; gestational_week:38; maternal_age:27
GSE203169,GSM6160987,17A020367-M,Homo sapiens,Bisulfite-Seq,genomic,RANDOM,GPL24676,Illumina NovaSeq 6000,source_name:Umbilical cord blood; group:Control; birth_weight_infant:3550
GSE203169,GSM6160988,17A020367-MF,Homo sapiens,Bisulfite-Seq,genomic,RANDOM,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; group:Control; ogtt_1h:7.84; ogtt_2h:6.86; maternal_weight:80.6; maternal_height:158; gestational_week:39; maternal_age:33
GSE203169,GSM6160989,17A020368-M,Homo sapiens,Bisulfite-Seq,genomic,RANDOM,GPL24676,Illumina NovaSeq 6000,source_name:Umbilical cord blood; group:Control; birth_weight_infant:3380
GSE203169,GSM6160990,17A020368-MF,Homo sapiens,Bisulfite-Seq,genomic,RANDOM,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; group:Control; ogtt_1h:8.87; ogtt_2h:6.78; maternal_weight:70; maternal_height:170; gestational_week:39; maternal_age:29
GSE203169,GSM6160991,17A020369-M,Homo sapiens,Bisulfite-Seq,genomic,RANDOM,GPL24676,Illumina NovaSeq 6000,source_name:Umbilical cord blood; group:Control; birth_weight_infant:2650
GSE203169,GSM6160992,17A020369-MF,Homo sapiens,Bisulfite-Seq,genomic,RANDOM,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; group:Control; ogtt_1h:7.53; ogtt_2h:6.95; maternal_weight:70; maternal_height:158; gestational_week:37; maternal_age:24
GSE203169,GSM6160993,17A020370-M,Homo sapiens,Bisulfite-Seq,genomic,RANDOM,GPL24676,Illumina NovaSeq 6000,source_name:Umbilical cord blood; group:Control; birth_weight_infant:3650
GSE203169,GSM6160994,17A020370-MF,Homo sapiens,Bisulfite-Seq,genomic,RANDOM,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; group:Control; ogtt_1h:6.13; ogtt_2h:4.74; maternal_weight:66; maternal_height:170; gestational_week:41; maternal_age:27
GSE203169,GSM6160995,17A020371-M,Homo sapiens,Bisulfite-Seq,genomic,RANDOM,GPL24676,Illumina NovaSeq 6000,source_name:Umbilical cord blood; group:GDM; birth_weight_infant:2770
GSE203169,GSM6160996,17A020371-MF,Homo sapiens,Bisulfite-Seq,genomic,RANDOM,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; group:GDM; ogtt_1h:7.23; ogtt_2h:7.21; maternal_weight:73.5; maternal_height:165; gestational_week:39; maternal_age:30
GSE203169,GSM6160997,17A020373-M,Homo sapiens,Bisulfite-Seq,genomic,RANDOM,GPL24676,Illumina NovaSeq 6000,source_name:Umbilical cord blood; group:GDM; birth_weight_infant:3740
GSE203169,GSM6160998,17A020373-MF,Homo sapiens,Bisulfite-Seq,genomic,RANDOM,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; group:GDM; ogtt_1h:14.3; ogtt_2h:9.09; maternal_weight:73; maternal_height:156; gestational_week:40; maternal_age:27
GSE203169,GSM6160999,17A020374-M,Homo sapiens,Bisulfite-Seq,genomic,RANDOM,GPL24676,Illumina NovaSeq 6000,source_name:Umbilical cord blood; group:GDM; birth_weight_infant:3900
GSE203169,GSM6161000,17A020374-MF,Homo sapiens,Bisulfite-Seq,genomic,RANDOM,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; group:GDM; ogtt_1h:8.83; ogtt_2h:8.17; maternal_weight:98.5; maternal_height:170; gestational_week:38; maternal_age:27
GSE203169,GSM6161001,17A031042-M,Homo sapiens,Bisulfite-Seq,genomic,RANDOM,GPL24676,Illumina NovaSeq 6000,source_name:Umbilical cord blood; group:Control; birth_weight_infant:3380
GSE203169,GSM6161002,17A031042-MF,Homo sapiens,Bisulfite-Seq,genomic,RANDOM,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; group:Control; ogtt_1h:7.63; ogtt_2h:7.11; maternal_weight:66; maternal_height:170; gestational_week:40; maternal_age:34
GSE203169,GSM6161003,17A031043-M,Homo sapiens,Bisulfite-Seq,genomic,RANDOM,GPL24676,Illumina NovaSeq 6000,source_name:Umbilical cord blood; group:Control; birth_weight_infant:2950
GSE203169,GSM6161004,17A031043-MF,Homo sapiens,Bisulfite-Seq,genomic,RANDOM,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; group:Control; ogtt_1h:7.28; ogtt_2h:5.7; maternal_weight:65.5; maternal_height:163; gestational_week:38; maternal_age:33
GSE203169,GSM6161005,17A031044-M,Homo sapiens,Bisulfite-Seq,genomic,RANDOM,GPL24676,Illumina NovaSeq 6000,source_name:Umbilical cord blood; group:GDM; ogtt_1h:10.12; ogtt_2h:7.53; maternal_weight:78.5; maternal_height:161; gestational_week:38; maternal_age:33
GSE203169,GSM6161006,17A031044-MF,Homo sapiens,Bisulfite-Seq,genomic,RANDOM,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; group:GDM; birth_weight_infant:3130
GSE203169,GSM6161007,17A031046-M,Homo sapiens,Bisulfite-Seq,genomic,RANDOM,GPL24676,Illumina NovaSeq 6000,source_name:Umbilical cord blood; group:Control; birth_weight_infant:2870
GSE203169,GSM6161008,17A031046-MF,Homo sapiens,Bisulfite-Seq,genomic,RANDOM,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; group:Control; ogtt_1h:#N/A!; ogtt_2h:#N/A!; maternal_weight:55; maternal_height:162; gestational_week:40; maternal_age:29
GSE203169,GSM6161009,17A031047-M,Homo sapiens,Bisulfite-Seq,genomic,RANDOM,GPL24676,Illumina NovaSeq 6000,source_name:Umbilical cord blood; group:Control; birth_weight_infant:3420
GSE203169,GSM6161010,17A031047-MF,Homo sapiens,Bisulfite-Seq,genomic,RANDOM,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; group:Control; ogtt_1h:#N/A!; ogtt_2h:#N/A!; maternal_weight:68.3; maternal_height:158; gestational_week:40; maternal_age:29
GSE203169,GSM6161011,17A031048-M,Homo sapiens,Bisulfite-Seq,genomic,RANDOM,GPL24676,Illumina NovaSeq 6000,source_name:Umbilical cord blood; group:GDM; birth_weight_infant:3840
GSE203169,GSM6161012,17A031048-MF,Homo sapiens,Bisulfite-Seq,genomic,RANDOM,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; group:GDM; ogtt_1h:10.8; ogtt_2h:9.08; maternal_weight:64.7; maternal_height:164; gestational_week:39; maternal_age:28
GSE203169,GSM6161013,17A031049-M,Homo sapiens,Bisulfite-Seq,genomic,RANDOM,GPL24676,Illumina NovaSeq 6000,source_name:Umbilical cord blood; group:Control; birth_weight_infant:3140
GSE203169,GSM6161014,17A031049-MF,Homo sapiens,Bisulfite-Seq,genomic,RANDOM,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; group:Control; ogtt_1h:7.91; ogtt_2h:6.46; maternal_weight:61.5; maternal_height:161; gestational_week:40; maternal_age:28
GSE203169,GSM6161015,17A031050-M,Homo sapiens,Bisulfite-Seq,genomic,RANDOM,GPL24676,Illumina NovaSeq 6000,source_name:Umbilical cord blood; group:Control; birth_weight_infant:4040
GSE203169,GSM6161016,17A031050-MF,Homo sapiens,Bisulfite-Seq,genomic,RANDOM,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; group:Control; ogtt_1h:8.14; ogtt_2h:5.34; maternal_weight:68.8; maternal_height:168; gestational_week:40; maternal_age:28
GSE203169,GSM6161017,17A031051-M,Homo sapiens,Bisulfite-Seq,genomic,RANDOM,GPL24676,Illumina NovaSeq 6000,source_name:Umbilical cord blood; group:Control; birth_weight_infant:3390
GSE203169,GSM6161018,17A031051-MF,Homo sapiens,Bisulfite-Seq,genomic,RANDOM,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; group:Control; ogtt_1h:#N/A!; ogtt_2h:#N/A!; maternal_weight:62; maternal_height:158; gestational_week:41; maternal_age:26
GSE203169,GSM6161019,17A031052-M,Homo sapiens,Bisulfite-Seq,genomic,RANDOM,GPL24676,Illumina NovaSeq 6000,source_name:Umbilical cord blood; group:GDM; birth_weight_infant:3290
GSE203169,GSM6161020,17A031052-MF,Homo sapiens,Bisulfite-Seq,genomic,RANDOM,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; group:GDM; ogtt_1h:8.63; ogtt_2h:7.07; maternal_weight:62; maternal_height:156; gestational_week:39; maternal_age:36
GSE203169,GSM6161021,17A031053-M,Homo sapiens,Bisulfite-Seq,genomic,RANDOM,GPL24676,Illumina NovaSeq 6000,source_name:Umbilical cord blood; group:Control; birth_weight_infant:3400
GSE203169,GSM6161022,17A031053-MF,Homo sapiens,Bisulfite-Seq,genomic,RANDOM,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; group:Control; ogtt_1h:6.06; ogtt_2h:5.78; maternal_weight:65; maternal_height:159; gestational_week:40; maternal_age:31
GSE203169,GSM6161023,17A031054-M,Homo sapiens,Bisulfite-Seq,genomic,RANDOM,GPL24676,Illumina NovaSeq 6000,source_name:Umbilical cord blood; group:GDM; birth_weight_infant:3130
GSE203169,GSM6161024,17A031054-MF,Homo sapiens,Bisulfite-Seq,genomic,RANDOM,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; group:GDM; ogtt_1h:5.1; ogtt_2h:#N/A!; maternal_weight:80.5; maternal_height:164; gestational_week:39; maternal_age:27
GSE203169,GSM6161025,17A031056-M,Homo sapiens,Bisulfite-Seq,genomic,RANDOM,GPL24676,Illumina NovaSeq 6000,source_name:Umbilical cord blood; group:GDM; birth_weight_infant:4100
GSE203169,GSM6161026,17A031056-MF,Homo sapiens,Bisulfite-Seq,genomic,RANDOM,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; group:GDM; ogtt_1h:#N/A!; ogtt_2h:#N/A!; maternal_weight:76; maternal_height:174; gestational_week:39; maternal_age:34
GSE203169,GSM6161027,17A031057-M,Homo sapiens,Bisulfite-Seq,genomic,RANDOM,GPL24676,Illumina NovaSeq 6000,source_name:Umbilical cord blood; group:GDM; birth_weight_infant:3130
GSE203169,GSM6161028,17A031057-MF,Homo sapiens,Bisulfite-Seq,genomic,RANDOM,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; group:GDM; ogtt_1h:10.05; ogtt_2h:8.95; maternal_weight:71.6; maternal_height:158; gestational_week:39; maternal_age:35
GSE203169,GSM6161029,17A031058-M,Homo sapiens,Bisulfite-Seq,genomic,RANDOM,GPL24676,Illumina NovaSeq 6000,source_name:Umbilical cord blood; group:GDM; birth_weight_infant:1930
GSE203169,GSM6161030,17A031058-MF,Homo sapiens,Bisulfite-Seq,genomic,RANDOM,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; group:GDM; ogtt_1h:7.8; ogtt_2h:6.51; maternal_weight:62.8; maternal_height:158; gestational_week:35; maternal_age:31
GSE203169,GSM6161031,17A031059-M,Homo sapiens,Bisulfite-Seq,genomic,RANDOM,GPL24676,Illumina NovaSeq 6000,source_name:Umbilical cord blood; group:GDM; birth_weight_infant:3120
GSE203169,GSM6161032,17A031059-MF,Homo sapiens,Bisulfite-Seq,genomic,RANDOM,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; group:GDM; ogtt_1h:10.08; ogtt_2h:7.2; maternal_weight:57.5; maternal_height:158; gestational_week:40; maternal_age:28
GSE203169,GSM6161033,17A031060-M,Homo sapiens,Bisulfite-Seq,genomic,RANDOM,GPL24676,Illumina NovaSeq 6000,source_name:Umbilical cord blood; group:GDM; birth_weight_infant:3350
GSE203169,GSM6161034,17A031060-MF,Homo sapiens,Bisulfite-Seq,genomic,RANDOM,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; group:GDM; ogtt_1h:6.38; ogtt_2h:5.52; maternal_weight:75; maternal_height:158; gestational_week:39; maternal_age:28
GSE203169,GSM6161035,17A031061-M,Homo sapiens,Bisulfite-Seq,genomic,RANDOM,GPL24676,Illumina NovaSeq 6000,source_name:Umbilical cord blood; group:Control; birth_weight_infant:3310
GSE203169,GSM6161036,17A031061-MF,Homo sapiens,Bisulfite-Seq,genomic,RANDOM,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; group:Control; ogtt_1h:7.68; ogtt_2h:7.55; maternal_weight:68.5; maternal_height:160; gestational_week:39; maternal_age:30
GSE203169,GSM6161037,17A031062-M,Homo sapiens,Bisulfite-Seq,genomic,RANDOM,GPL24676,Illumina NovaSeq 6000,source_name:Umbilical cord blood; group:Control; birth_weight_infant:3320
GSE203169,GSM6161038,17A031062-MF,Homo sapiens,Bisulfite-Seq,genomic,RANDOM,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; group:Control; ogtt_1h:4.75; ogtt_2h:4.82; maternal_weight:70.6; maternal_height:162; gestational_week:40; maternal_age:29
GSE203169,GSM6161039,17A031067-M,Homo sapiens,Bisulfite-Seq,genomic,RANDOM,GPL24676,Illumina NovaSeq 6000,source_name:Umbilical cord blood; group:GDM; birth_weight_infant:3690
GSE203169,GSM6161040,17A031067-MF,Homo sapiens,Bisulfite-Seq,genomic,RANDOM,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; group:GDM; ogtt_1h:#N/A!; ogtt_2h:#N/A!; maternal_weight:77; maternal_height:163; gestational_week:39; maternal_age:31
GSE203169,GSM6161041,17A031068-M,Homo sapiens,Bisulfite-Seq,genomic,RANDOM,GPL24676,Illumina NovaSeq 6000,source_name:Umbilical cord blood; group:GDM; birth_weight_infant:3450
GSE203169,GSM6161042,17A031068-MF,Homo sapiens,Bisulfite-Seq,genomic,RANDOM,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; group:GDM; ogtt_1h:10.65; ogtt_2h:7.91; maternal_weight:70.9; maternal_height:162; gestational_week:39; maternal_age:37
